INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
OPTIDX,NIFTY,25-Jun-2026,15000.0000000,PE,0.0000000,0.0000000,0.0000000,360.0000000,307.4000000,0.0000000,0.0000000,900.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,25-Jun-2026,18000.0000000,PE,0.0000000,0.0000000,0.0000000,3088.0500000,869.4000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Dec-2024,17000.0000000,CE,0.0000000,0.0000000,0.0000000,3000.0000000,3533.1500000,0.0000000,0.0000000,8000.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Dec-2024,21000.0000000,PE,0.0000000,0.0000000,0.0000000,3060.8000000,2206.1500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Dec-2024,15000.0000000,PE,320.0000000,320.0000000,320.0000000,320.0000000,247.6000000,2.0000000,15.3200000,17300.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Dec-2024,18500.0000000,CE,0.0000000,0.0000000,0.0000000,1895.5000000,2681.3000000,0.0000000,0.0000000,550.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Dec-2024,20000.0000000,CE,0.0000000,0.0000000,0.0000000,1110.0000000,1986.6000000,0.0000000,0.0000000,1550.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Dec-2024,22000.0000000,CE,400.0000000,400.0000000,400.0000000,400.0000000,1287.8000000,1.0000000,11.2000000,50.0000000,50.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Dec-2024,17000.0000000,PE,701.0000000,701.0000000,701.0000000,701.0000000,633.5000000,1.0000000,8.8500000,250.0000000,50.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Dec-2024,13000.0000000,CE,0.0000000,0.0000000,0.0000000,5329.9000000,6467.7000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Dec-2024,19000.0000000,PE,0.0000000,0.0000000,0.0000000,3195.8500000,1282.4500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Dec-2024,15000.0000000,CE,0.0000000,0.0000000,0.0000000,2836.7000000,4896.8500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Dec-2024,18000.0000000,PE,1089.0000000,1100.0000000,1063.5500000,1070.0500000,1070.0500000,11.0000000,105.0000000,4650.0000000,250.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Dec-2024,22000.0000000,PE,0.0000000,0.0000000,0.0000000,2500.0000000,2762.0000000,0.0000000,0.0000000,150.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Dec-2024,23000.0000000,PE,0.0000000,0.0000000,0.0000000,4406.3000000,3372.7000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Dec-2024,16000.0000000,PE,0.0000000,0.0000000,0.0000000,460.0000000,409.9500000,0.0000000,0.0000000,1150.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Dec-2024,21000.0000000,CE,850.0000000,850.0000000,850.0000000,850.0000000,850.0000000,1.0000000,10.9200000,300.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Dec-2024,14000.0000000,CE,0.0000000,0.0000000,0.0000000,3189.4000000,5661.5000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Dec-2024,20000.0000000,PE,1700.0000000,1900.0000000,1700.0000000,1900.0000000,1711.3000000,3.0000000,32.6500000,350.0000000,150.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Dec-2024,18000.0000000,CE,2100.0000000,2159.4500000,2100.0000000,2140.0000000,2140.0000000,6.0000000,60.3800000,12150.0000000,100.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Dec-2024,19000.0000000,CE,0.0000000,0.0000000,0.0000000,1460.0000000,2432.5500000,0.0000000,0.0000000,350.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Dec-2024,14000.0000000,PE,0.0000000,0.0000000,0.0000000,192.0500000,137.5000000,0.0000000,0.0000000,2050.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Dec-2024,23000.0000000,CE,150.0000000,400.0000000,150.0000000,400.0000000,1023.7000000,2.0000000,23.2700000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Dec-2024,13000.0000000,PE,0.0000000,0.0000000,0.0000000,960.3000000,68.9000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Dec-2024,16000.0000000,CE,0.0000000,0.0000000,0.0000000,4600.0000000,4184.3500000,0.0000000,0.0000000,19700.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,30-Dec-2027,15000.0000000,PE,0.0000000,0.0000000,0.0000000,348.7000000,310.0000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,30-Dec-2027,16000.0000000,PE,0.0000000,0.0000000,0.0000000,479.3500000,434.4000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,30-Dec-2027,17000.0000000,CE,0.0000000,0.0000000,0.0000000,6805.5000000,6370.9500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,30-Dec-2027,22000.0000000,PE,0.0000000,0.0000000,0.0000000,1867.9000000,1812.5500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,30-Dec-2027,21000.0000000,CE,0.0000000,0.0000000,0.0000000,4902.4000000,4468.2500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,30-Dec-2027,23000.0000000,PE,0.0000000,0.0000000,0.0000000,2201.3000000,2149.8500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,30-Dec-2027,18000.0000000,CE,0.0000000,0.0000000,0.0000000,6285.7000000,5849.1500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,30-Dec-2027,21000.0000000,PE,0.0000000,0.0000000,0.0000000,1563.5500000,1505.1500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,30-Dec-2027,19000.0000000,CE,0.0000000,0.0000000,0.0000000,5794.9000000,5357.7000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,30-Dec-2027,22000.0000000,CE,0.0000000,0.0000000,0.0000000,4499.5500000,4070.5500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,30-Dec-2027,13000.0000000,PE,0.0000000,0.0000000,0.0000000,163.0000000,137.9000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,30-Dec-2027,20000.0000000,PE,0.0000000,0.0000000,0.0000000,1287.7500000,1229.4500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,30-Dec-2027,15000.0000000,CE,0.0000000,0.0000000,0.0000000,7931.0500000,7503.9000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,30-Dec-2027,14000.0000000,CE,0.0000000,0.0000000,0.0000000,8533.5500000,8111.1000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,30-Dec-2027,23000.0000000,CE,0.0000000,0.0000000,0.0000000,4125.7000000,3702.7000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,30-Dec-2027,16000.0000000,CE,0.0000000,0.0000000,0.0000000,7354.4500000,6923.2000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,30-Dec-2027,14000.0000000,PE,0.0000000,0.0000000,0.0000000,244.0000000,212.0500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,30-Dec-2027,13000.0000000,CE,0.0000000,0.0000000,0.0000000,9159.8000000,8742.1000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,30-Dec-2027,20000.0000000,CE,0.0000000,0.0000000,0.0000000,5333.8500000,4897.6500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,30-Dec-2027,18000.0000000,PE,0.0000000,0.0000000,0.0000000,1620.0000000,770.6500000,0.0000000,0.0000000,150.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,30-Dec-2027,19000.0000000,PE,0.0000000,0.0000000,0.0000000,1876.2000000,984.3500000,0.0000000,0.0000000,750.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,30-Dec-2027,17000.0000000,PE,0.0000000,0.0000000,0.0000000,637.6500000,587.3500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,31-Dec-2026,16000.0000000,CE,0.0000000,0.0000000,0.0000000,5450.2500000,6105.0000000,0.0000000,0.0000000,50.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,31-Dec-2026,23000.0000000,PE,0.0000000,0.0000000,0.0000000,3156.7000000,2473.8500000,0.0000000,0.0000000,500.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,31-Dec-2026,14000.0000000,PE,0.0000000,0.0000000,0.0000000,400.0500000,205.8000000,0.0000000,0.0000000,800.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,31-Dec-2026,20000.0000000,PE,0.0000000,0.0000000,0.0000000,2100.0000000,1376.7500000,0.0000000,0.0000000,500.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,31-Dec-2026,17000.0000000,CE,0.0000000,0.0000000,0.0000000,4955.1000000,5522.5000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,31-Dec-2026,13000.0000000,CE,0.0000000,0.0000000,0.0000000,7158.4500000,8053.5000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,31-Dec-2026,18000.0000000,PE,1720.0000000,1730.0000000,1720.0000000,1730.0000000,837.6000000,7.0000000,69.0300000,2950.0000000,200.0000000,13-Feb-2023
OPTIDX,NIFTY,31-Dec-2026,19000.0000000,CE,0.0000000,0.0000000,0.0000000,3830.0000000,4469.6500000,0.0000000,0.0000000,50.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,31-Dec-2026,22000.0000000,PE,0.0000000,0.0000000,0.0000000,3762.2500000,2071.4500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,31-Dec-2026,11000.0000000,PE,0.0000000,0.0000000,0.0000000,431.0000000,39.1000000,0.0000000,0.0000000,200.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,31-Dec-2026,20000.0000000,CE,0.0000000,0.0000000,0.0000000,3704.3000000,4001.2000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,31-Dec-2026,12000.0000000,PE,0.0000000,0.0000000,0.0000000,250.1000000,73.9000000,0.0000000,0.0000000,600.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,31-Dec-2026,16000.0000000,PE,0.0000000,0.0000000,0.0000000,850.0000000,451.2500000,0.0000000,0.0000000,2350.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,31-Dec-2026,15000.0000000,CE,0.0000000,0.0000000,0.0000000,5977.6500000,6723.4000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,31-Dec-2026,17000.0000000,PE,0.0000000,0.0000000,0.0000000,1110.0500000,626.1000000,0.0000000,0.0000000,2550.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,31-Dec-2026,18000.0000000,CE,0.0000000,0.0000000,0.0000000,4501.4500000,4976.7000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,31-Dec-2026,21000.0000000,PE,0.0000000,0.0000000,0.0000000,3264.6000000,1705.3000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,31-Dec-2026,19000.0000000,PE,0.0000000,0.0000000,0.0000000,2364.0000000,1087.9000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,31-Dec-2026,15000.0000000,PE,0.0000000,0.0000000,0.0000000,850.0000000,312.3500000,0.0000000,0.0000000,1750.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,31-Dec-2026,14000.0000000,CE,0.0000000,0.0000000,0.0000000,6548.5000000,7374.2000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,31-Dec-2026,22000.0000000,CE,0.0000000,0.0000000,0.0000000,3039.0000000,3181.2500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,31-Dec-2026,21000.0000000,CE,0.0000000,0.0000000,0.0000000,3356.2500000,3572.4000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,31-Dec-2026,23000.0000000,CE,0.0000000,0.0000000,0.0000000,1200.0000000,2826.3000000,0.0000000,0.0000000,450.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,31-Dec-2026,13000.0000000,PE,0.0000000,0.0000000,0.0000000,450.0000000,127.8500000,0.0000000,0.0000000,200.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,24-Jun-2027,22000.0000000,CE,0.0000000,0.0000000,0.0000000,2783.5000000,3613.9000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,24-Jun-2027,20000.0000000,CE,0.0000000,0.0000000,0.0000000,3367.0500000,4440.1000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,24-Jun-2027,13000.0000000,CE,0.0000000,0.0000000,0.0000000,6419.3000000,8391.7500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,24-Jun-2027,20000.0000000,PE,0.0000000,0.0000000,0.0000000,3034.2000000,1304.5000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,24-Jun-2027,16000.0000000,CE,0.0000000,0.0000000,0.0000000,4898.4000000,6507.3000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,24-Jun-2027,17000.0000000,PE,0.0000000,0.0000000,0.0000000,1814.7500000,608.4000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,24-Jun-2027,15000.0000000,PE,0.0000000,0.0000000,0.0000000,1173.2000000,312.8000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,24-Jun-2027,19000.0000000,CE,0.0000000,0.0000000,0.0000000,3701.2500000,4905.0500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,24-Jun-2027,18000.0000000,PE,0.0000000,0.0000000,0.0000000,2188.9000000,805.9500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,24-Jun-2027,18000.0000000,CE,0.0000000,0.0000000,0.0000000,4066.4500000,5405.0500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,24-Jun-2027,22000.0000000,PE,0.0000000,0.0000000,0.0000000,3995.4000000,1941.8500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,24-Jun-2027,17000.0000000,CE,0.0000000,0.0000000,0.0000000,4464.7000000,5939.2500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,24-Jun-2027,14000.0000000,CE,0.0000000,0.0000000,0.0000000,5874.6500000,7736.4000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,24-Jun-2027,13000.0000000,PE,0.0000000,0.0000000,0.0000000,679.9000000,133.8000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,24-Jun-2027,23000.0000000,CE,0.0000000,0.0000000,0.0000000,2530.0500000,3251.1500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,24-Jun-2027,21000.0000000,PE,0.0000000,0.0000000,0.0000000,3501.3500000,1605.7500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,24-Jun-2027,14000.0000000,PE,0.0000000,0.0000000,0.0000000,907.6000000,210.2500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,24-Jun-2027,23000.0000000,PE,0.0000000,0.0000000,0.0000000,4514.3000000,2310.8500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,24-Jun-2027,19000.0000000,PE,0.0000000,0.0000000,0.0000000,2596.0500000,1037.7000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,24-Jun-2027,16000.0000000,PE,0.0000000,0.0000000,0.0000000,1476.1000000,444.7000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,24-Jun-2027,15000.0000000,CE,0.0000000,0.0000000,0.0000000,5367.8500000,7107.2000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,24-Jun-2027,21000.0000000,CE,0.0000000,0.0000000,0.0000000,3061.8000000,4009.5500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Jun-2025,13000.0000000,CE,0.0000000,0.0000000,0.0000000,5609.3500000,6887.3500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Jun-2025,16000.0000000,CE,0.0000000,0.0000000,0.0000000,3227.5500000,4702.0500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Jun-2025,22000.0000000,CE,0.0000000,0.0000000,0.0000000,2088.1500000,1762.9000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Jun-2025,21000.0000000,CE,0.0000000,0.0000000,0.0000000,3199.4500000,2111.9500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Jun-2025,14000.0000000,CE,0.0000000,0.0000000,0.0000000,3450.5000000,6118.2500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Jun-2025,15000.0000000,PE,0.0000000,0.0000000,0.0000000,403.9500000,277.8000000,0.0000000,0.0000000,1500.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Jun-2025,17000.0000000,PE,0.0000000,0.0000000,0.0000000,3497.3500000,648.2500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Jun-2025,18000.0000000,CE,0.0000000,0.0000000,0.0000000,3934.0000000,3492.5500000,0.0000000,0.0000000,2200.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Jun-2025,22000.0000000,PE,0.0000000,0.0000000,0.0000000,3957.4000000,2562.1500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Jun-2025,15000.0000000,CE,0.0000000,0.0000000,0.0000000,3095.8000000,5387.2000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Jun-2025,20000.0000000,CE,0.0000000,0.0000000,0.0000000,3180.8500000,2514.6000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Jun-2025,17000.0000000,CE,0.0000000,0.0000000,0.0000000,3499.9500000,4069.4500000,0.0000000,0.0000000,2950.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Jun-2025,13000.0000000,PE,0.0000000,0.0000000,0.0000000,1025.6000000,89.7000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Jun-2025,19000.0000000,CE,0.0000000,0.0000000,0.0000000,3077.9000000,2973.9000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Jun-2025,14000.0000000,PE,0.0000000,0.0000000,0.0000000,645.0000000,164.7500000,0.0000000,0.0000000,625.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Jun-2025,20000.0000000,PE,0.0000000,0.0000000,0.0000000,3156.0500000,1625.7000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Jun-2025,16000.0000000,PE,0.0000000,0.0000000,0.0000000,3530.0000000,436.7500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Jun-2025,23000.0000000,PE,0.0000000,0.0000000,0.0000000,4327.0500000,3106.6000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Jun-2025,19000.0000000,PE,0.0000000,0.0000000,0.0000000,3210.9500000,1240.9000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Jun-2025,21000.0000000,PE,0.0000000,0.0000000,0.0000000,3070.8500000,2067.1000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Jun-2025,18000.0000000,PE,0.0000000,0.0000000,0.0000000,3586.1500000,915.4000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,26-Jun-2025,23000.0000000,CE,0.0000000,0.0000000,0.0000000,2003.6500000,1463.2500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,27-Jun-2024,19000.0000000,CE,0.0000000,0.0000000,0.0000000,2405.4000000,1857.4500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,27-Jun-2024,21000.0000000,PE,0.0000000,0.0000000,0.0000000,3039.2000000,2360.5000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,27-Jun-2024,14000.0000000,CE,0.0000000,0.0000000,0.0000000,2914.1500000,5179.4000000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,27-Jun-2024,15000.0000000,CE,0.0000000,0.0000000,0.0000000,2564.0500000,4373.6500000,0.0000000,0.0000000,0.0000000,0.0000000,13-Feb-2023
OPTIDX,NIFTY,27-Jun-2024,20000.0000000,PE,0.0000000,0.0000000,0.0000000,2269.9000000,1796.7500000,0.0000000,0.0000000,100.0000000,0.0000000,13-Feb-2023
