INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
OPTIDX,BANKNIFTY,20-May-2021,30300.0000000,PE,96.6000000,96.6000000,96.6000000,96.6000000,96.6000000,1.0000000,7.5900000,25.0000000,25.0000000,12-May-2021
OPTIDX,NIFTY,30-Sep-2021,15000.0000000,PE,708.0000000,708.0000000,553.2500000,553.2500000,1052.0500000,4.0000000,47.0000000,900.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,29-Dec-2022,12900.0000000,PE,0.0000000,0.0000000,0.0000000,1878.8000000,863.8000000,0.0000000,0.0000000,6750.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,24-Jun-2021,8700.0000000,PE,0.0000000,0.0000000,0.0000000,162.0000000,0.0000000,0.0000000,0.0000000,1800.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,27-May-2021,28200.0000000,CE,0.0000000,0.0000000,0.0000000,3356.9500000,4332.5000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,27-May-2021,31100.0000000,CE,1918.5500000,1918.5500000,1690.1000000,1690.1000000,1690.1000000,2.0000000,16.4500000,625.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,27-May-2021,32500.0000000,PE,772.2000000,802.1000000,603.6500000,723.3500000,723.3500000,23998.0000000,199091.8300000,163275.0000000,-17725.0000000,12-May-2021
OPTIDX,NIFTY,03-Jun-2021,14450.0000000,CE,0.0000000,0.0000000,0.0000000,952.2500000,548.1500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,10-Jun-2021,16450.0000000,PE,0.0000000,0.0000000,0.0000000,1534.2000000,1749.6500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,27-May-2021,16250.0000000,PE,1465.2500000,1494.2000000,1465.2500000,1494.2000000,1542.7500000,2.0000000,26.5900000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,29-Jul-2021,28500.0000000,PE,0.0000000,0.0000000,0.0000000,842.8000000,728.2500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,30-Dec-2021,10100.0000000,PE,0.0000000,0.0000000,0.0000000,71.9000000,36.7000000,0.0000000,0.0000000,825.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,03-Jun-2021,16450.0000000,CE,0.0000000,0.0000000,0.0000000,49.0500000,22.8500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,27-Jun-2024,16500.0000000,PE,0.0000000,0.0000000,0.0000000,3468.9000000,2818.6000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,20-May-2021,30600.0000000,PE,50.0000000,88.4500000,45.8000000,62.6500000,62.6500000,457.0000000,3503.1000000,7275.0000000,7275.0000000,12-May-2021
OPTIDX,BANKNIFTY,10-Jun-2021,32600.0000000,CE,0.0000000,0.0000000,0.0000000,2372.6500000,1422.7000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,08-Jul-2021,15200.0000000,PE,0.0000000,0.0000000,0.0000000,892.7500000,876.5500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,29-Jun-2023,12000.0000000,CE,0.0000000,0.0000000,0.0000000,2522.4000000,4346.2500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,27-Jun-2024,13000.0000000,CE,0.0000000,0.0000000,0.0000000,3107.8000000,4395.6500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,10-Jun-2021,34200.0000000,CE,0.0000000,0.0000000,0.0000000,1676.0000000,803.6000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,27-Jun-2024,13500.0000000,CE,0.0000000,0.0000000,0.0000000,2855.9000000,4135.8500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,28-Dec-2023,14500.0000000,PE,0.0000000,0.0000000,0.0000000,1058.0000000,1760.1500000,0.0000000,0.0000000,49500.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,01-Jul-2021,16000.0000000,CE,0.0000000,0.0000000,0.0000000,228.1500000,194.3500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,01-Jul-2021,15350.0000000,PE,0.0000000,0.0000000,0.0000000,1220.8000000,940.3500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,08-Jul-2021,15650.0000000,PE,0.0000000,0.0000000,0.0000000,1186.1000000,1176.7500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,08-Jul-2021,30800.0000000,PE,0.0000000,0.0000000,0.0000000,1177.8000000,1189.5000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,30-Jun-2022,11600.0000000,PE,0.0000000,0.0000000,0.0000000,420.0000000,342.8000000,0.0000000,0.0000000,11850.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,10-Jun-2021,29100.0000000,PE,0.0000000,0.0000000,0.0000000,1125.7500000,286.8000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,30-Sep-2021,18000.0000000,PE,0.0000000,0.0000000,0.0000000,0.2500000,13.9500000,0.0000000,0.0000000,25.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,17-Jun-2021,15800.0000000,PE,0.0000000,0.0000000,0.0000000,1405.7000000,1205.9500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,12-May-2021,37300.0000000,CE,1.0000000,1.4500000,0.1000000,0.1000000,32452.3000000,96.0000000,895.2100000,1275.0000000,1275.0000000,12-May-2021
OPTIDX,BANKNIFTY,17-Jun-2021,35000.0000000,PE,0.0000000,0.0000000,0.0000000,3829.0500000,3152.7000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,08-Jul-2021,14200.0000000,CE,0.0000000,0.0000000,0.0000000,1018.3500000,958.7500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,24-Jun-2021,16500.0000000,CE,14.9500000,14.9500000,10.0000000,10.7500000,10.7500000,2038.0000000,25236.9000000,375600.0000000,-13125.0000000,12-May-2021
OPTIDX,NIFTY,29-Jul-2021,14750.0000000,CE,0.0000000,0.0000000,0.0000000,973.0500000,778.9000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,29-Jul-2021,15400.0000000,PE,0.0000000,0.0000000,0.0000000,1034.1500000,1087.5000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,17-Jun-2021,34200.0000000,CE,0.0000000,0.0000000,0.0000000,1416.6000000,967.8500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,27-May-2021,37900.0000000,CE,0.0000000,0.0000000,0.0000000,2543.6000000,30.6000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,20-May-2021,37300.0000000,CE,0.0000000,0.0000000,0.0000000,274.7000000,6.4000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,20-May-2021,36300.0000000,PE,0.0000000,0.0000000,0.0000000,3619.3000000,3841.7500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,30-Dec-2021,14000.0000000,PE,454.6500000,490.0000000,450.0500000,473.6000000,473.6000000,343.0000000,3720.8800000,291000.0000000,7425.0000000,12-May-2021
OPTIDX,NIFTY,20-May-2021,15850.0000000,CE,1.7000000,2.1000000,1.5000000,1.7500000,1.7500000,2246.0000000,26702.4200000,4050.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,30-Jun-2022,16500.0000000,CE,0.0000000,0.0000000,0.0000000,1319.9000000,1280.0500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,01-Jul-2021,13100.0000000,CE,0.0000000,0.0000000,0.0000000,1595.1000000,1747.4000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,20-May-2021,33500.0000000,PE,1001.9000000,1247.5500000,950.0000000,1141.0500000,1141.0500000,3207.0000000,27710.8100000,27050.0000000,4350.0000000,12-May-2021
OPTIDX,NIFTY,08-Jul-2021,13550.0000000,PE,0.0000000,0.0000000,0.0000000,204.9000000,185.3000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,17-Jun-2021,28500.0000000,CE,0.0000000,0.0000000,0.0000000,3705.8000000,4333.3000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,17-Jun-2021,13600.0000000,CE,0.0000000,0.0000000,0.0000000,1328.7500000,1261.8500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,10-Jun-2021,31800.0000000,CE,0.0000000,0.0000000,0.0000000,2790.0000000,1834.3000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,30-Dec-2021,8000.0000000,PE,0.0000000,0.0000000,0.0000000,6.7500000,1.4500000,0.0000000,0.0000000,1200.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,10-Jun-2021,32500.0000000,CE,0.0000000,0.0000000,0.0000000,2422.3500000,1470.3000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,12-May-2021,34100.0000000,PE,1370.0000000,1649.3000000,1362.8500000,1644.7500000,32452.3000000,75.0000000,667.3400000,2375.0000000,-375.0000000,12-May-2021
OPTIDX,NIFTY,12-May-2021,15400.0000000,CE,0.4000000,0.8000000,0.0500000,0.1000000,14696.5000000,87238.0000000,1007627.0100000,970275.0000000,-563250.0000000,12-May-2021
OPTIDX,NIFTY,08-Jul-2021,16450.0000000,PE,0.0000000,0.0000000,0.0000000,1615.1500000,1804.0000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,03-Jun-2021,14750.0000000,PE,0.0000000,0.0000000,0.0000000,577.1500000,408.4000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,01-Jul-2021,14150.0000000,PE,0.0000000,0.0000000,0.0000000,536.3500000,327.9000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,24-Jun-2021,16250.0000000,PE,0.0000000,0.0000000,0.0000000,1623.3000000,1600.5500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,01-Jul-2021,36400.0000000,CE,0.0000000,0.0000000,0.0000000,1327.6000000,665.3500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,01-Jul-2021,35800.0000000,CE,0.0000000,0.0000000,0.0000000,1522.4500000,799.0500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,08-Jul-2021,33200.0000000,CE,0.0000000,0.0000000,0.0000000,2108.8500000,1782.0000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,12-May-2021,28700.0000000,CE,0.0000000,0.0000000,0.0000000,4492.7500000,32452.3000000,0.0000000,0.0000000,25.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,08-Jul-2021,36500.0000000,CE,0.0000000,0.0000000,0.0000000,975.1000000,755.2500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,08-Jul-2021,34000.0000000,PE,0.0000000,0.0000000,0.0000000,2721.6000000,2815.2000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,12-May-2021,14850.0000000,PE,80.0000000,203.4000000,70.3000000,158.7500000,14696.5000000,223122.0000000,2503384.8300000,243300.0000000,-814350.0000000,12-May-2021
OPTIDX,NIFTY,24-Jun-2021,14550.0000000,CE,546.3500000,546.4000000,546.3500000,546.4000000,663.2500000,2.0000000,22.6400000,5325.0000000,-75.0000000,12-May-2021
OPTIDX,BANKNIFTY,10-Jun-2021,29800.0000000,PE,0.0000000,0.0000000,0.0000000,865.3000000,427.5500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,29-Jul-2021,35700.0000000,CE,0.0000000,0.0000000,0.0000000,2025.5000000,1275.2000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,24-Jun-2021,33200.0000000,PE,0.0000000,0.0000000,0.0000000,1362.3500000,2096.0500000,0.0000000,0.0000000,25.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,24-Jun-2021,33400.0000000,CE,1000.0000000,1021.0000000,882.1000000,904.5500000,904.5500000,48.0000000,412.3000000,975.0000000,550.0000000,12-May-2021
OPTIDX,BANKNIFTY,20-May-2021,31300.0000000,CE,1370.0000000,1370.0000000,1370.0000000,1370.0000000,1478.6500000,5.0000000,40.8300000,125.0000000,125.0000000,12-May-2021
OPTIDX,NIFTY,27-Jun-2024,15500.0000000,PE,0.0000000,0.0000000,0.0000000,3419.6500000,2311.7000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,08-Jul-2021,15850.0000000,CE,0.0000000,0.0000000,0.0000000,306.5500000,263.3500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,29-Jul-2021,36200.0000000,CE,0.0000000,0.0000000,0.0000000,1849.7500000,1140.1000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,10-Jun-2021,12800.0000000,CE,0.0000000,0.0000000,0.0000000,1705.0500000,1948.1000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,27-May-2021,13550.0000000,CE,1264.7500000,1264.7500000,1188.8000000,1195.0000000,1191.1000000,5.0000000,55.3800000,150.0000000,75.0000000,12-May-2021
OPTIDX,BANKNIFTY,17-Jun-2021,36000.0000000,CE,0.0000000,0.0000000,0.0000000,1186.1000000,509.8000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,29-Jul-2021,13750.0000000,PE,0.0000000,0.0000000,0.0000000,316.3000000,312.2500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,01-Jul-2021,34300.0000000,CE,0.0000000,0.0000000,0.0000000,1363.1500000,1226.8000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,08-Jul-2021,16000.0000000,PE,0.0000000,0.0000000,0.0000000,1441.9500000,1438.3500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,20-May-2021,37700.0000000,CE,5.6500000,6.2500000,3.5000000,4.4500000,4.4500000,634.0000000,5976.2500000,9075.0000000,8675.0000000,12-May-2021
OPTIDX,NIFTY,20-May-2021,15350.0000000,CE,9.0000000,10.4500000,3.9000000,4.4000000,4.4000000,9091.0000000,104696.5300000,209175.0000000,91350.0000000,12-May-2021
OPTIDX,NIFTY,17-Jun-2021,13300.0000000,CE,0.0000000,0.0000000,0.0000000,1552.4500000,1514.6500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,03-Jun-2021,35100.0000000,PE,0.0000000,0.0000000,0.0000000,2785.4000000,2979.3000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,20-May-2021,31500.0000000,PE,155.2000000,230.7000000,125.9000000,174.1500000,174.1500000,60483.0000000,478792.9400000,288100.0000000,173725.0000000,12-May-2021
OPTIDX,BANKNIFTY,12-May-2021,29600.0000000,PE,1.9000000,2.3500000,0.0500000,0.1500000,32452.3000000,1699.0000000,12573.1100000,6075.0000000,1400.0000000,12-May-2021
OPTIDX,BANKNIFTY,17-Jun-2021,32500.0000000,CE,0.0000000,0.0000000,0.0000000,2082.6000000,1648.3000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,27-May-2021,33200.0000000,CE,487.8500000,585.0500000,405.7500000,430.0000000,430.0000000,2986.0000000,25147.9200000,31800.0000000,8225.0000000,12-May-2021
OPTIDX,BANKNIFTY,12-May-2021,30100.0000000,CE,0.0000000,0.0000000,0.0000000,2879.0000000,32452.3000000,0.0000000,0.0000000,100.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,27-May-2021,13850.0000000,CE,980.3500000,980.3500000,902.5000000,908.7500000,908.7500000,3.0000000,33.2500000,900.0000000,-75.0000000,12-May-2021
OPTIDX,NIFTY,27-Jun-2024,15500.0000000,CE,0.0000000,0.0000000,0.0000000,2669.1500000,3228.5000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,20-May-2021,37200.0000000,PE,0.0000000,0.0000000,0.0000000,3999.5000000,4725.5000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,08-Jul-2021,15450.0000000,CE,0.0000000,0.0000000,0.0000000,425.3500000,374.9500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,12-May-2021,30200.0000000,CE,0.0000000,0.0000000,0.0000000,3065.8000000,32452.3000000,0.0000000,0.0000000,25.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,01-Jul-2021,13600.0000000,PE,0.0000000,0.0000000,0.0000000,327.7500000,170.6000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,12-May-2021,37500.0000000,CE,1.0000000,2.0000000,0.0500000,0.1500000,32452.3000000,14396.0000000,134965.1800000,40625.0000000,-13100.0000000,12-May-2021
OPTIDX,NIFTY,24-Jun-2021,16150.0000000,CE,0.0000000,0.0000000,0.0000000,386.1500000,133.9500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,24-Jun-2021,30900.0000000,CE,0.0000000,0.0000000,0.0000000,3932.6500000,2691.9500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,08-Jul-2021,33900.0000000,PE,0.0000000,0.0000000,0.0000000,2662.2500000,2752.7000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,17-Jun-2021,13500.0000000,PE,0.0000000,0.0000000,0.0000000,233.0500000,97.6000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,NIFTY,10-Jun-2021,13250.0000000,CE,0.0000000,0.0000000,0.0000000,1348.8000000,1527.3500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,27-May-2021,30500.0000000,CE,2416.6500000,2416.9000000,2125.9000000,2158.5500000,2158.5500000,79.0000000,647.4300000,3525.0000000,375.0000000,12-May-2021
OPTIDX,NIFTY,20-May-2021,14150.0000000,CE,660.8500000,671.2000000,543.9500000,560.1500000,560.1500000,18.0000000,199.6200000,750.0000000,225.0000000,12-May-2021
OPTIDX,NIFTY,29-Jun-2023,12100.0000000,PE,0.0000000,0.0000000,0.0000000,589.0500000,754.3000000,0.0000000,0.0000000,22425.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,03-Jun-2021,31400.0000000,CE,0.0000000,0.0000000,0.0000000,3698.4000000,1880.0000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,17-Jun-2021,32900.0000000,CE,0.0000000,0.0000000,0.0000000,1908.1000000,1463.9000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,01-Jul-2021,31800.0000000,CE,0.0000000,0.0000000,0.0000000,2344.9500000,2313.1500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,27-May-2021,30200.0000000,PE,105.5500000,165.0000000,90.4000000,125.9500000,125.9500000,46.0000000,348.7200000,4200.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,08-Jul-2021,36600.0000000,PE,0.0000000,0.0000000,0.0000000,4486.2500000,4667.6500000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,20-May-2021,30700.0000000,CE,0.0000000,0.0000000,0.0000000,3980.0000000,1944.4000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
OPTIDX,BANKNIFTY,12-May-2021,32200.0000000,PE,38.0000000,68.7500000,0.0500000,2.4000000,32452.3000000,2090564.0000000,16838478.3300000,505125.0000000,75825.0000000,12-May-2021
OPTIDX,BANKNIFTY,10-Jun-2021,35900.0000000,CE,0.0000000,0.0000000,0.0000000,1071.7000000,400.5000000,0.0000000,0.0000000,0.0000000,0.0000000,12-May-2021
